Внешний код;Артикул;Наименование номенклатуры;ВидНоменклатуры;ЕдиницаИзмерения;Бренд;Тип;Серия;Модель;Цвет;Высота;Ширина;Толщина;Стекло;Эксклюзив;Стиль;Путь к фото;Цена ЦФО Оптовая;Цена СЗФО Оптовая;Цена СФО Оптовая;Цена ЮФО Оптовая;Цена УФО Оптовая;Цена ЦФО Розница;Цена СЗФО Розница;Цена СФО Розница;Цена ЮФО Розница;Цена УФО Розница;Цена ДВФО Розница;
00-00090761;SC-00090761;Дверь Дуб Салинас Темный 2.50XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;2.50;Дуб Салинас Темный;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-50xn__dub-salinas-temnyy__grafit__no__no__no.jpg;8324.00;8407.00;8657.00;8490.00;8574.00;11861.00;11980.00;12335.00;12098.00;12217.00;12573.00;
00-00090756;SC-00090756;Дверь Каштан Темный 2.50XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;2.50;Каштан Темный;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-50xn__kashtan-temnyy__grafit__no__no__no.jpg;8324.00;8407.00;8657.00;8490.00;8574.00;11861.00;11980.00;12335.00;12098.00;12217.00;12573.00;
00-00090941;SC-00090941;Дверь Каштан Светлый 49XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;49;Каштан Светлый;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__49xn__kashtan-svetlyy__grafit__no__no__no.jpg;9019.00;9109.00;9380.00;9199.00;9290.00;12852.00;12981.00;13366.00;13109.00;13238.00;13623.00;
00-00090960;SC-00090960;Дверь Дуб Салинас Светлый 90XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;90;Дуб Салинас Светлый;2000;800;36;графит;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__90xn__dub-salinas-svetlyy__grafit__no__no__no.jpg;11787.00;11905.00;12258.00;12023.00;12141.00;16686.00;16853.00;17353.00;17020.00;17187.00;17687.00;
00-00091013;SC-00091013;Дверь Аляска 94U 2000*800 ст.прозрачное;Полотно;шт;PROFILDOORS;Полотно;U;94;Аляска;2000;800;36;прозрачное;;Классика;;11787.00;11905.00;12258.00;12023.00;12141.00;16686.00;16853.00;17353.00;17020.00;17187.00;17687.00;
00-00091126;SC-00091126;Дверь Белый Люкс  6LK ст.перламутровый лак 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;LK;6;Белый Люкс;2000;800;44;перламутровый лак;;Модерн;https://opt-profildoors.ru/upload/catalog/lk/lk__6lk__belyy-lyuks__perlamutrovyy-lak__no__4-stor-abs__no.jpg;23250.00;23483.00;24180.00;23715.00;23948.00;33713.00;34050.00;35062.00;34387.00;34724.00;35736.00;
00-00091144;SC-00091144;Дверь Каштан Темный 103XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;103;Каштан Темный;2000;800;36;графит;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__103xn__kashtan-temnyy__grafit__no__no__no.jpg;13764.00;13902.00;14315.00;14039.00;14177.00;19503.00;19698.00;20283.00;19893.00;20088.00;20673.00;
00-00091236;SC-00091236;Дверь Грувд Серый 2.19XN 2000*800 ст.Square графит;Полотно;шт;PROFILDOORS;Полотно;XN;2.19;Грувд Серый;2000;800;36;square графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-19xn__gruvd-seryy__square-grafit__no__no__no.jpg;10660.00;10767.00;11086.00;10873.00;10980.00;15079.00;15230.00;15682.00;15381.00;15531.00;15984.00;
00-00091304;SC-00091304;Дверь Монблан 16ZN ст.зеркало 2000*800 кромка 4 стор. ABS;Полотно;шт;PROFILDOORS;Полотно;ZN;16;Монблан;2000;800;44;зеркало;;Модерн;https://opt-profildoors.ru/upload/catalog/zn/zn__16zn__monblan__zerkalo__no__4-stor-abs__no.jpg;16589.00;16755.00;17253.00;16921.00;17087.00;24054.00;24295.00;25016.00;24535.00;24776.00;25497.00;
00-00091475;SC-00091475;Дверь Каштан Светлый 98XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;98;Каштан Светлый;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__98xn__kashtan-svetlyy__grafit__no__no__no.jpg;10330.00;10433.00;10743.00;10537.00;10640.00;14720.00;14867.00;15309.00;15014.00;15162.00;15603.00;
00-00091527;SC-00091527;Дверь Галька Люкс 1LK 2000*800 кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;LK;1;Галька Люкс;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/lk/lk__1lk__galka-lyuks__no__no__4-stor-abs__no.jpg;22734.00;22961.00;23643.00;23189.00;23416.00;32964.00;33294.00;34283.00;33623.00;33953.00;34942.00;
00-00091593;SC-00091593;Дверь ДаркВайт 94U 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;U;94;ДаркВайт;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__94u__darkvayt__matovoe__no__no__no.jpg;11787.00;11905.00;12258.00;12023.00;12141.00;16686.00;16853.00;17353.00;17020.00;17187.00;17687.00;
00-00091611;SC-00091611;Дверь Аляска 66U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;66;Аляска;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__66u__alyaska__no__no__no__no.jpg;9913.00;10012.00;10310.00;10111.00;10210.00;14017.00;14157.00;14578.00;14297.00;14438.00;14858.00;
00-00091575;SC-00091575;Дверь Каштан Темный 98XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;98;Каштан Темный;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__98xn__kashtan-temnyy__grafit__no__no__no.jpg;10330.00;10433.00;10743.00;10537.00;10640.00;14720.00;14867.00;15309.00;15014.00;15162.00;15603.00;
00-00091581;SC-00091581;Дверь Каштан Темный 98XN 2000*800 ст.триплекс черный;Полотно;шт;PROFILDOORS;Полотно;XN;98;Каштан Темный;2000;800;36;триплекс черный;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__98xn__kashtan-temnyy__tripleks-chernyy__no__no__no.jpg;12844.00;12972.00;13358.00;13101.00;13229.00;18302.00;18485.00;19034.00;18668.00;18851.00;19400.00;
00-00091638;SC-00091638;Дверь Шеллгрей 92U 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;U;92;Шеллгрей;2000;800;36;графит;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__92u__shellgrey__grafit__no__no__no.jpg;11787.00;11905.00;12258.00;12023.00;12141.00;16686.00;16853.00;17353.00;17020.00;17187.00;17687.00;
00-00091694;SC-00091694;Дверь Дуб Салинас Темный 2.09XN 2000*800 ст.триплекс белый;Полотно;шт;PROFILDOORS;Полотно;XN;2.09;Дуб Салинас Темный;2000;800;36;триплекс белый;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-09xn__dub-salinas-temnyy__tripleks-belyy__no__no__no.jpg;11294.00;11407.00;11746.00;11520.00;11633.00;15984.00;16144.00;16623.00;16304.00;16464.00;16943.00;
00-00091724;SC-00091724;Дверь Грувд Серый 17XN AL 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;XN;17;Грувд Серый;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/ic/17XN_gruvd_seryy_matovoe.jpg;8324.00;8407.00;8657.00;8490.00;8574.00;11861.00;11980.00;12335.00;12098.00;12217.00;12573.00;
00-00091768;SC-00091768;Дверь Грувд Серый 17XN AL 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;17;Грувд Серый;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/ic/17XN_gruvd_seryy_grafit.jpg;8324.00;8407.00;8657.00;8490.00;8574.00;11861.00;11980.00;12335.00;12098.00;12217.00;12573.00;
00-00091856;SC-00091856;Дверь Шеллгрей 16Е ст.черный лак 2000*800 (190) кромка 4 стор. черная ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;16;Шеллгрей;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__16e__shellgrey__chernyy-lak__no__4-stor-matovaya__no.jpg;15726.00;15883.00;16355.00;16041.00;16198.00;22803.00;23031.00;23715.00;23259.00;23487.00;24171.00;
00-00091817;SC-00091817;Дверь Магнолия Сатинат 6Е ст.серебро матлак 2000*800 кромка 4 стор. ABS;Полотно;шт;PROFILDOORS;Полотно;Е;6;Магнолия Сатинат;2000;800;44;серебро матлак;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__6e__magnoliya-satinat__serebryanyy-lak__no__4-stor-matovaya__no.jpg;13375.00;13509.00;13910.00;13643.00;13776.00;19394.00;19588.00;20170.00;19782.00;19976.00;20558.00;
00-00091873;SC-00091873;Дверь Стоун 90XN 2000*800 ст.гравировка 1;Полотно;шт;PROFILDOORS;Полотно;XN;90;Стоун;2000;800;36;гравировка 1;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__90xn__stoun__gravirovka-1__no__no__no.jpg;12457.00;12582.00;12955.00;12706.00;12831.00;17641.00;17817.00;18347.00;17994.00;18170.00;18699.00;
00-00091880;SC-00091880;Дверь Шеллгрей 2.37U 2000*800 ст.Франческо кристалл;Полотно;шт;PROFILDOORS;Полотно;U;2.37;Шеллгрей;2000;800;36;Франческо кристалл;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-37u__shellgrey__franchesko-kristall__no__no__no.jpg;10660.00;10767.00;11086.00;10873.00;10980.00;15190.00;15342.00;15798.00;15494.00;15646.00;16101.00;
00-00091910;SC-00091910;Дверь Шеллгрей 2.50U 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;U;2.50;Шеллгрей;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__2-50u__shellgrey__grafit__no__no__no.jpg;8324.00;8407.00;8657.00;8490.00;8574.00;11861.00;11980.00;12335.00;12098.00;12217.00;12573.00;
00-00091982;SC-00091982;Дверь ДаркВайт  6Е ст.серебро матлак 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;6;ДаркВайт;2000;800;44;серебро матлак;;Модерн;https://opt-profildoors.ru/upload/ic/6E_darkvayt_serebro_matlak_ABS.jpg;13375.00;13509.00;13910.00;13643.00;13776.00;19394.00;19588.00;20170.00;19782.00;19976.00;20558.00;
00-00091984;SC-00091984;Дверь Каштан Темный 2.41XN 2000*800 ;Полотно;шт;PROFILDOORS;Полотно;XN;2.41;Каштан Темный;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__2-41xn__kashtan-temnyy__no__no__no__no.jpg;8066.00;8147.00;8389.00;8227.00;8308.00;11494.00;11609.00;11954.00;11724.00;11839.00;12184.00;
00-00092105;SC-00092105;Дверь Аляска 12Е 2000*800 (190) кромка 4 стор. Black Edition Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;12;Аляска;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__12e__alyaska__no__no__4-stor-black-edition__no.jpg;16368.00;16532.00;17023.00;16695.00;16859.00;23734.00;23971.00;24683.00;24209.00;24446.00;25158.00;
00-00092197;SC-00092197;Дверь Белый Люкс  6LK ст.черный лак 2000*800 кромка 4 стор. черная ABS;Полотно;шт;PROFILDOORS;Полотно;LK;6;Белый Люкс;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/lk/lk__6lk__belyy-lyuks__chernyy-lak__no__4-stor-black-edition__no.jpg;23250.00;23483.00;24180.00;23715.00;23948.00;33713.00;34050.00;35062.00;34387.00;34724.00;35736.00;
00-00092225;SC-00092225;Дверь Монблан  6ZN ст.зеркало 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;ZN;6;Монблан;2000;800;44;зеркало;;Модерн;https://opt-profildoors.ru/upload/catalog/zn/zn__6zn__monblan__zerkalo__no__4-stor-matovaya__no.jpg;15340.00;15493.00;15954.00;15647.00;15800.00;22243.00;22465.00;23133.00;22688.00;22910.00;23578.00;
00-00092239;SC-00092239;Дверь Манхэттен 5Е ст.белый лак 2000*800 кромка 4 стор. ABS;Полотно;шт;PROFILDOORS;Полотно;Е;5;Манхэттен;2000;800;44;белый лак;;Модерн;https://opt-profildoors.ru/upload/ic/5E_mankhetten_belyy_lak_ABS.jpg;15726.00;15883.00;16355.00;16041.00;16198.00;22803.00;23031.00;23715.00;23259.00;23487.00;24171.00;
00-00092297;SC-00092297;Дверь Каштан Темный 98XN 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;XN;98;Каштан Темный;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__98xn__kashtan-temnyy__matovoe__no__no__no.jpg;10330.00;10433.00;10743.00;10537.00;10640.00;14720.00;14867.00;15309.00;15014.00;15162.00;15603.00;
00-00092307;SC-00092307;Дверь Черный Люкс  6LK ст.серебро матлак 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;LK;6;Черный Люкс;2000;800;44;серебро матлак;;Модерн;https://opt-profildoors.ru/upload/catalog/lk/lk__6lk__chernyy-lyuks__serebryanyy-lak__no__4-stor-matovaya__no.jpg;28544.00;28829.00;29686.00;29115.00;29400.00;41389.00;41803.00;43045.00;42217.00;42631.00;43872.00;
00-00092354;SC-00092354;Дверь Каштан Светлый 2.09XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;2.09;Каштан Светлый;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-09xn__kashtan-svetlyy__grafit__no__no__no.jpg;8880.00;8969.00;9235.00;9058.00;9146.00;12544.00;12669.00;13046.00;12795.00;12920.00;13297.00;
00-00092356;SC-00092356;Дверь Каштан Светлый 92XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;92;Каштан Светлый;2000;800;36;графит;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__92xn__kashtan-svetlyy__grafit__no__no__no.jpg;11787.00;11905.00;12258.00;12023.00;12141.00;16686.00;16853.00;17353.00;17020.00;17187.00;17687.00;
00-00092358;SC-00092358;Дверь Каштан Светлый 90XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;90;Каштан Светлый;2000;800;36;графит;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__90xn__kashtan-svetlyy__grafit__no__no__no.jpg;11787.00;11905.00;12258.00;12023.00;12141.00;16686.00;16853.00;17353.00;17020.00;17187.00;17687.00;
00-00092412;SC-00092412;Дверь Каштан Светлый 11ZN AL 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;ZN;11;Каштан Светлый;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/zn/zn__11zn__kashtan-svetlyy__no__no__4-stor-matovaya__no.jpg;16765.00;16933.00;17436.00;17100.00;17268.00;24309.00;24552.00;25281.00;24795.00;25038.00;25768.00;
00-00092445;SC-00092445;Дверь Черный Люкс  5LK ст.зеркало 2000*800 (190) кромка 4 стор. Black Edition Eclipse;Полотно;шт;PROFILDOORS;Полотно;LK;5;Черный Люкс;2000;800;44;зеркало;;Модерн;https://opt-profildoors.ru/upload/catalog/lk/lk__5lk__chernyy-lyuks__zerkalo__no__4-stor-black-edition__no.jpg;33326.00;33659.00;34659.00;33993.00;34326.00;48323.00;48806.00;50256.00;49289.00;49773.00;51222.00;
00-00092435;SC-00092435;Дверь Каштан Темный 95XN 2000*800;Полотно;шт;PROFILDOORS;Полотно;XN;95;Каштан Темный;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__95xn__kashtan-temnyy__no__no__no__no.jpg;9913.00;10012.00;10310.00;10111.00;10210.00;14015.00;14155.00;14576.00;14295.00;14435.00;14856.00;
00-00092466;SC-00092466;Дверь ДаркВайт 11Е 2000*800 (190) кромка 4 стор. Black Edition Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;11;ДаркВайт;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__11e__darkvayt__no__no__4-stor-black-edition__no.jpg;16368.00;16532.00;17023.00;16695.00;16859.00;23734.00;23971.00;24683.00;24209.00;24446.00;25158.00;
00-00092468;SC-00092468;Дверь Дуб Салинас Темный 92XN 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;XN;92;Дуб Салинас Темный;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__92xn__dub-salinas-temnyy__matovoe__no__no__no.jpg;11787.00;11905.00;12258.00;12023.00;12141.00;16686.00;16853.00;17353.00;17020.00;17187.00;17687.00;
00-00092587;SC-00092587;Дверь Магнолия Сатинат 16Е ст.зеркало 2000*800 кромка 4 стор. ABS;Полотно;шт;PROFILDOORS;Полотно;Е;16;Магнолия Сатинат;2000;800;44;зеркало;;Модерн;https://opt-profildoors.ru/upload/ic/16E_magnoliya_zerkalo_ABS.jpg;15726.00;15883.00;16355.00;16041.00;16198.00;22803.00;23031.00;23715.00;23259.00;23487.00;24171.00;
00-00092638;SC-00092638;Дверь Каштан Темный 2.48XN AL 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;XN;2.48;Каштан Темный;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/ic/2.48XN_kashtan_tyemnyy_matovoe.jpg;8324.00;8407.00;8657.00;8490.00;8574.00;11861.00;11980.00;12335.00;12098.00;12217.00;12573.00;
00-00092642;SC-00092642;Дверь Стоун 101XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;101;Стоун;2000;800;36;графит;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__101xn__stoun__grafit__no__no__no.jpg;14600.00;14746.00;15184.00;14892.00;15038.00;20695.00;20902.00;21523.00;21109.00;21316.00;21937.00;
