Внешний код;Артикул;Наименование номенклатуры;ВидНоменклатуры;ЕдиницаИзмерения;Бренд;Тип;Серия;Модель;Цвет;Высота;Ширина;Толщина;Стекло;Эксклюзив;Стиль;Путь к фото;Цена ЦФО Оптовая;Цена СЗФО Оптовая;Цена СФО Оптовая;Цена ЮФО Оптовая;Цена УФО Оптовая;Цена ЦФО Розница;Цена СЗФО Розница;Цена СФО Розница;Цена ЮФО Розница;Цена УФО Розница;Цена ДВФО Розница;
00-00086612;SC-00086612;Дверь Каштан Светлый 2.11XN 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;XN;2.11;Каштан Светлый;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-11xn__kashtan-svetlyy__matovoe__no__no__no.jpg;8880.00;8969.00;9235.00;9058.00;9146.00;12544.00;12669.00;13046.00;12795.00;12920.00;13297.00;
00-00086634;SC-00086634;Дверь ДаркВайт 16Е ст.перламутровый лак 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;16;ДаркВайт;2000;800;44;перламутровый лак;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__16e__darkvayt__perlamutrovyy-lak__no__4-stor-matovaya__no.jpg;16831.00;16999.00;17504.00;17168.00;17336.00;24405.00;24649.00;25381.00;24893.00;25137.00;25869.00;
00-00086710;SC-00086710;Дверь Дуб Салинас Темный 49XN 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;XN;49;Дуб Салинас Темный;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__49xn__dub-salinas-temnyy__matovoe__no__no__no.jpg;9019.00;9109.00;9380.00;9199.00;9290.00;12852.00;12981.00;13366.00;13109.00;13238.00;13623.00;
00-00086956;SC-00086956;Дверь Дуб Салинас Светлый 17XN AL 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;17;Дуб Салинас Светлый;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/ic/17XN_salinas_svetlyy_grafit.jpg;8324.00;8407.00;8657.00;8490.00;8574.00;11861.00;11980.00;12335.00;12098.00;12217.00;12573.00;
00-00087088;SC-00087088;Дверь Манхэттен 6Е ст.серебро матлак 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;6;Манхэттен;2000;800;44;серебро матлак;;Модерн;https://opt-profildoors.ru/upload/ic/6E_mankhetten_serebro_matlak_ABS.jpg;13375.00;13509.00;13910.00;13643.00;13776.00;19394.00;19588.00;20170.00;19782.00;19976.00;20558.00;
00-00087083;SC-00087083;Дверь Магнолия Сатинат 2.37U 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;U;2.37;Магнолия Сатинат;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-37u__magnoliya-satinat__matovoe__no__no__no.jpg;10644.00;10750.00;11070.00;10857.00;10963.00;15057.00;15208.00;15659.00;15358.00;15509.00;15960.00;
00-00087050;SC-00087050;Дверь Шеллгрей 16Е ст.серебро матлак 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;16;Шеллгрей;2000;800;44;серебро матлак;;Модерн;https://opt-profildoors.ru/upload/ic/16E_shellgrey_serebro_matlak_ABS.jpg;15726.00;15883.00;16355.00;16041.00;16198.00;22803.00;23031.00;23715.00;23259.00;23487.00;24171.00;
00-00087196;SC-00087196;Дверь Манхэттен 6Е ст.перламутровый лак 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;6;Манхэттен;2000;800;44;перламутровый лак;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__6e__mankhetten__perlamutrovyy-lak__no__4-stor-matovaya__no.jpg;14480.00;14625.00;15059.00;14770.00;14914.00;20996.00;21206.00;21836.00;21416.00;21626.00;22256.00;
00-00087189;SC-00087189;Дверь Белый люкс 2.43L 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;L;2.43;Белый Люкс;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/l/l__2-43l__belyy-lyuks__grafit__no__no__no.jpg;10022.00;10122.00;10423.00;10222.00;10323.00;0.00;0.00;0.00;0.00;0.00;0.00;
00-00087221;SC-00087221;Дверь Стоун 49XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;49;Стоун;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__49xn__stoun__grafit__no__no__no.jpg;9019.00;9109.00;9380.00;9199.00;9290.00;12852.00;12981.00;13366.00;13109.00;13238.00;13623.00;
00-00087226;SC-00087226;Дверь Магнолия Люкс 5LK ст.перламутровый лак 2000*800 кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;LK;5;Магнолия Люкс;2000;800;44;перламутровый лак;;Модерн;https://opt-profildoors.ru/upload/catalog/lk/lk__5lk__magnoliya-lyuks__perlamutrovyy-lak__no__4-stor-abs__no.jpg;26144.00;26405.00;27190.00;26667.00;26928.00;37909.00;38288.00;39425.00;38667.00;39046.00;40184.00;
00-00087234;SC-00087234;Дверь Аляска 16Е ст.перламутровый лак 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;16;Аляска;2000;800;44;перламутровый лак;;Модерн;https://opt-profildoors.ru/upload/ic/16E_alyaska_perlamutrovyy_lak_ABS.jpg;15726.00;15883.00;16355.00;16041.00;16198.00;22803.00;23031.00;23715.00;23259.00;23487.00;24171.00;
00-00087271;SC-00087271;Дверь Белый Люкс  6LK ст.лак классик 2000*800 кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;LK;6;Белый Люкс;2000;800;44;лак классик;;Модерн;https://opt-profildoors.ru/upload/catalog/lk/lk__6lk__belyy-lyuks__lak-klassik__no__4-stor-abs__no.jpg;23250.00;23483.00;24180.00;23715.00;23948.00;33713.00;34050.00;35062.00;34387.00;34724.00;35736.00;
00-00087287;SC-00087287;Дверь ДаркВайт 6Е ст.белый лак 2000*800 (190) кромка 4 стор. ABS;Полотно;шт;PROFILDOORS;Полотно;Е;6;ДаркВайт;2000;800;44;белый лак;;Модерн;https://opt-profildoors.ru/upload/ic/6E_darkvayt_belyy_lak_ABS.jpg;13375.00;13509.00;13910.00;13643.00;13776.00;19394.00;19588.00;20170.00;19782.00;19976.00;20558.00;
00-00087398;SC-00087398;Дверь ДаркВайт 2.34U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;2.34;ДаркВайт;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-34u__darkvayt__no__no__no__no.jpg;9913.00;10012.00;10310.00;10111.00;10210.00;14015.00;14155.00;14576.00;14295.00;14435.00;14856.00;
00-00087399;SC-00087399;Дверь ДаркВайт 2.35U 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;U;2.35;ДаркВайт;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-35u__darkvayt__matovoe__no__no__no.jpg;10644.00;10750.00;11070.00;10857.00;10963.00;15057.00;15208.00;15659.00;15358.00;15509.00;15960.00;
00-00087299;SC-00087299;Дверь Стоун 2.09XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;2.09;Стоун;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-09xn__stoun__grafit__no__no__no.jpg;8880.00;8969.00;9235.00;9058.00;9146.00;12544.00;12669.00;13046.00;12795.00;12920.00;13297.00;
00-00087487;SC-00087487;Дверь Аляска 2.105U 2000*800 ст.Square графит;Полотно;шт;PROFILDOORS;Полотно;U;2.105;Аляска;2000;800;36;square графит;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-105u__alyaska__square-grafit__no__no__no.jpg;13296.00;13429.00;13828.00;13562.00;13695.00;18835.00;19023.00;19588.00;19212.00;19400.00;19965.00;
00-00087552;SC-00087552;Дверь ДаркВайт 102U 2000*800 ст.прозрачное;Полотно;шт;PROFILDOORS;Полотно;U;102;ДаркВайт;2000;800;36;прозрачное;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__102u__darkvayt__prozrachnoe__no__no__no.jpg;12092.00;12213.00;12576.00;12334.00;12455.00;17120.00;17291.00;17805.00;17462.00;17634.00;18147.00;
00-00087581;SC-00087581;Дверь Дуб Салинас Темный 2.11XN 2000*800 ст.триплекс черный;Полотно;шт;PROFILDOORS;Полотно;XN;2.11;Дуб Салинас Темный;2000;800;36;триплекс черный;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-11xn__dub-salinas-temnyy__tripleks-chernyy__no__no__no.jpg;11294.00;11407.00;11746.00;11520.00;11633.00;15984.00;16144.00;16623.00;16304.00;16464.00;16943.00;
00-00087575;SC-00087575;Дверь Шеллгрей 2.18U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;2.18;Шеллгрей;2000;800;36;;;Модерн;https://opt-profildoors.ru/upload/catalog/u/u__2-18u__shellgrey__no__no__no__no.jpg;9524.00;9619.00;9905.00;9714.00;9810.00;13461.00;13596.00;13999.00;13730.00;13865.00;14269.00;
00-00087568;SC-00087568;Дверь Каштан Светлый 2.11XN 2000*800 ст.триплекс черный;Полотно;шт;PROFILDOORS;Полотно;XN;2.11;Каштан Светлый;2000;800;36;триплекс черный;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-11xn__kashtan-svetlyy__tripleks-chernyy__no__no__no.jpg;11294.00;11407.00;11746.00;11520.00;11633.00;15984.00;16144.00;16623.00;16304.00;16464.00;16943.00;
00-00087617;SC-00087617;Дверь Шеллгрей 2.108U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;2.108;Шеллгрей;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-108u__shellgrey__no__no__no__no.jpg;9913.00;10012.00;10310.00;10111.00;10210.00;14015.00;14155.00;14576.00;14295.00;14435.00;14856.00;
00-00087697;SC-00087697;Дверь Стоун 16ZN ст.перламутровый лак 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;ZN;16;Стоун;2000;800;44;перламутровый лак;;Модерн;https://opt-profildoors.ru/upload/catalog/zn/zn__16zn__stoun__perlamutrovyy-lak__no__4-stor-abs__no.jpg;16589.00;16755.00;17253.00;16921.00;17087.00;24054.00;24295.00;25016.00;24535.00;24776.00;25497.00;
00-00087706;SC-00087706;Дверь ДаркВайт  6Е ст.серебро матлак 2000*800 кромка 4 стор. ABS;Полотно;шт;PROFILDOORS;Полотно;Е;6;ДаркВайт;2000;800;44;серебро матлак;;Модерн;https://opt-profildoors.ru/upload/ic/6E_darkvayt_serebro_matlak_ABS.jpg;13375.00;13509.00;13910.00;13643.00;13776.00;19394.00;19588.00;20170.00;19782.00;19976.00;20558.00;
00-00087713;SC-00087713;Дверь ДаркВайт 103U 2000*800 ст.прозрачное;Полотно;шт;PROFILDOORS;Полотно;U;103;ДаркВайт;2000;800;36;прозрачное;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__103u__darkvayt__prozrachnoe__no__no__no.jpg;12092.00;12213.00;12576.00;12334.00;12455.00;17120.00;17291.00;17805.00;17462.00;17634.00;18147.00;
00-00088188;SC-00088188;Дверь Манхэттен 5Е ст.белый лак 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;5;Манхэттен;2000;800;44;белый лак;;Модерн;https://opt-profildoors.ru/upload/ic/5E_mankhetten_belyy_lak_ABS.jpg;15726.00;15883.00;16355.00;16041.00;16198.00;22803.00;23031.00;23715.00;23259.00;23487.00;24171.00;
00-00088503;SC-00088503;Дверь Каштан Светлый 17XN AL 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;XN;17;Каштан Светлый;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/ic/17XN_kashtan_svetlyy_matovoe.jpg;8324.00;8407.00;8657.00;8490.00;8574.00;11861.00;11980.00;12335.00;12098.00;12217.00;12573.00;
00-00088507;SC-00088507;Дверь Аляска 16Е ст.зеркало 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;16;Аляска;2000;800;44;зеркало;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__16e__alyaska__zerkalo__no__4-stor-matovaya__no.jpg;16831.00;16999.00;17504.00;17168.00;17336.00;24405.00;24649.00;25381.00;24893.00;25137.00;25869.00;
00-00088515;SC-00088515;Дверь Каштан Темный 102XN 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;XN;102;Каштан Темный;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__102xn__kashtan-temnyy__matovoe__no__no__no.jpg;12092.00;12213.00;12576.00;12334.00;12455.00;17120.00;17291.00;17805.00;17462.00;17634.00;18147.00;
00-00088511;SC-00088511;Дверь Каштан Темный 2.11XN 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;XN;2.11;Каштан Темный;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-11xn__kashtan-temnyy__matovoe__no__no__no.jpg;8880.00;8969.00;9235.00;9058.00;9146.00;12544.00;12669.00;13046.00;12795.00;12920.00;13297.00;
00-00088527;SC-00088527;Дверь Манхэттен 1Е 2000*800 (190) кромка 4 стор. черная ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;1;Манхэттен;2000;800;44;;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__1e__mankhetten__no__no__4-stor-black-edition__no.jpg;12110.00;12231.00;12594.00;12352.00;12473.00;17560.00;17736.00;18262.00;17911.00;18087.00;18614.00;
00-00088620;SC-00088620;Дверь Каштан Темный  6ZN ст.белый лак 2000*800 (190) кромка 4 ст. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;ZN;6;Каштан Темный;2000;800;44;белый лак;;Модерн;https://opt-profildoors.ru/upload/catalog/zn/zn__6zn__kashtan-temnyy__belyy-lak__no__4-stor-matovaya__no.jpg;15340.00;15493.00;15954.00;15647.00;15800.00;22243.00;22465.00;23133.00;22688.00;22910.00;23578.00;
00-00088671;SC-00088671;Дверь Шеллгрей  5Е ст.перламутровый лак 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;5;Шеллгрей;2000;800;44;перламутровый лак;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__5e__shellgrey__perlamutrovyy-lak__no__4-stor-matovaya__no.jpg;16831.00;16999.00;17504.00;17168.00;17336.00;24405.00;24649.00;25381.00;24893.00;25137.00;25869.00;
00-00088680;SC-00088680;Дверь ДаркВайт 16Е ст.лак классик 2000*800 кромка 4 стор. ABS;Полотно;шт;PROFILDOORS;Полотно;Е;16;ДаркВайт;2000;800;44;лак классик;;Модерн;https://opt-profildoors.ru/upload/ic/16E_darkvayt_belyy_lak_khrom.jpg;15726.00;15883.00;16355.00;16041.00;16198.00;22803.00;23031.00;23715.00;23259.00;23487.00;24171.00;
00-00088755;SC-00088755;Дверь Манхэттен 5Е ст.перламутровый лак 2000*800 кромка 4 стор. ABS;Полотно;шт;PROFILDOORS;Полотно;Е;5;Манхэттен;2000;800;44;перламутровый лак;;Модерн;https://opt-profildoors.ru/upload/ic/5E_mankhetten_perlamutrovyy_lak_ABS.jpg;15726.00;15883.00;16355.00;16041.00;16198.00;22803.00;23031.00;23715.00;23259.00;23487.00;24171.00;
00-00088831;SC-00088831;Дверь Дуб Салинас Темный 94XN 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;XN;94;Дуб Салинас Темный;2000;800;36;матовое;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__94xn__dub-salinas-temnyy__matovoe__no__no__no.jpg;11787.00;11905.00;12258.00;12023.00;12141.00;16686.00;16853.00;17353.00;17020.00;17187.00;17687.00;
00-00089004;SC-00089004;Дверь Каштан Светлый 98XN 2000*800 ст.матовое;Полотно;шт;PROFILDOORS;Полотно;XN;98;Каштан Светлый;2000;800;36;матовое;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__98xn__kashtan-svetlyy__matovoe__no__no__no.jpg;10330.00;10433.00;10743.00;10537.00;10640.00;14720.00;14867.00;15309.00;15014.00;15162.00;15603.00;
00-00089132;SC-00089132;Дверь Монблан 2.11XN 2000*800 ст.триплекс белый;Полотно;шт;PROFILDOORS;Полотно;XN;2.11;Монблан;2000;800;36;триплекс белый;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-11xn__monblan__tripleks-belyy__no__no__no.jpg;11294.00;11407.00;11746.00;11520.00;11633.00;15984.00;16144.00;16623.00;16304.00;16464.00;16943.00;
00-00089129;SC-00089129;Дверь Галька люкс 2.43L 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;L;2.43;Галька Люкс;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/l/l__2-43l__galka-lyuks__grafit__no__no__no.jpg;10022.00;10122.00;10423.00;10222.00;10323.00;0.00;0.00;0.00;0.00;0.00;0.00;
00-00089267;SC-00089267;Дверь Дуб Салинас Светлый 103XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;103;Дуб Салинас Светлый;2000;800;36;графит;;Классика;https://opt-profildoors.ru/upload/catalog/xn/xn__103xn__dub-salinas-svetlyy__grafit__no__no__no.jpg;13764.00;13902.00;14315.00;14039.00;14177.00;19503.00;19698.00;20283.00;19893.00;20088.00;20673.00;
00-00089333;SC-00089333;Дверь Грувд Серый 99XN ст.триплекс черный 2000*800;Полотно;шт;PROFILDOORS;Полотно;XN;99;Грувд Серый;2000;800;36;триплекс черный;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__99xn__gruvd-seryy__tripleks-chernyy__no__no__no.jpg;14044.00;14184.00;14606.00;14325.00;14465.00;19902.00;20101.00;20698.00;20300.00;20499.00;21096.00;
00-00089335;SC-00089335;Дверь Магнолия Сатинат 16Е ст.зеркало 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;16;Магнолия Сатинат;2000;800;44;зеркало;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__16e__magnoliya-satinat__zerkalo__no__4-stor-matovaya__no.jpg;16831.00;16999.00;17504.00;17168.00;17336.00;24405.00;24649.00;25381.00;24893.00;25137.00;25869.00;
00-00089365;SC-00089365;Дверь Шеллгрей 2.100U 2000*800;Полотно;шт;PROFILDOORS;Полотно;U;2.100;Шеллгрей;2000;800;36;;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__2-100u__shellgrey__no__no__no__no.jpg;9913.00;10012.00;10310.00;10111.00;10210.00;14015.00;14155.00;14576.00;14295.00;14435.00;14856.00;
00-00089353;SC-00089353;Дверь Каштан Светлый 49XN 2000*800 ст.прозрачное;Полотно;шт;PROFILDOORS;Полотно;XN;49;Каштан Светлый;2000;800;36;прозрачное;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__49xn__kashtan-svetlyy__prozrachnoe__no__no__no.jpg;9019.00;9109.00;9380.00;9199.00;9290.00;12852.00;12981.00;13366.00;13109.00;13238.00;13623.00;
00-00089416;SC-00089416;Дверь Галька Люкс 101L ст.прозрачное 2000*800;Полотно;шт;PROFILDOORS;Полотно;L;101;Галька Люкс;2000;800;36;прозрачное;;Классика;https://opt-profildoors.ru/upload/catalog/l/l__101l__galka-lyuks__prozrachnoe__no__no__no.jpg;14870.00;15019.00;15465.00;15167.00;15316.00;0.00;0.00;0.00;0.00;0.00;0.00;
00-00089430;SC-00089430;Дверь ДаркВайт 16Е ст.черный лак 2000*800 кромка 4 стор. черная ABS;Полотно;шт;PROFILDOORS;Полотно;Е;16;ДаркВайт;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__16e__darkvayt__chernyy-lak__no__4-stor-matovaya__no.jpg;15726.00;15883.00;16355.00;16041.00;16198.00;22803.00;23031.00;23715.00;23259.00;23487.00;24171.00;
00-00089511;SC-00089511;Дверь Аляска 16Е ст.черный лак 2000*800 (190) кромка 4 стор. Black Edition Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;16;Аляска;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/ic/16E_alyaska_chyernyy_lak_black.jpg;18719.00;18906.00;19468.00;19093.00;19281.00;27143.00;27414.00;28229.00;27686.00;27957.00;28772.00;
00-00089592;SC-00089592;Дверь Монблан 2.11XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;2.11;Монблан;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-11xn__monblan__grafit__no__no__no.jpg;8880.00;8969.00;9235.00;9058.00;9146.00;12544.00;12669.00;13046.00;12795.00;12920.00;13297.00;
00-00089769;SC-00089769;Дверь ДаркВайт 6Е ст.черный лак 2000*800 кромка 4 стор. ABS;Полотно;шт;PROFILDOORS;Полотно;Е;6;ДаркВайт;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/ic/6E_darkvayt_chyernyy_lak_ABS.jpg;13375.00;13509.00;13910.00;13643.00;13776.00;19394.00;19588.00;20170.00;19782.00;19976.00;20558.00;
00-00089785;SC-00089785;Дверь Каштан Светлый  7XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;7;Каштан Светлый;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__7xn__kashtan-svetlyy__grafit__no__no__no.jpg;7680.00;7757.00;7987.00;7834.00;7910.00;10944.00;11053.00;11382.00;11163.00;11272.00;11601.00;
00-00089809;SC-00089809;Дверь Каштан Темный  7XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;7;Каштан Темный;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__7xn__kashtan-temnyy__grafit__no__no__no.jpg;7680.00;7757.00;7987.00;7834.00;7910.00;10944.00;11053.00;11382.00;11163.00;11272.00;11601.00;
00-00089790;SC-00089790;Дверь ДаркВайт 6Е ст.черный лак 2000*800 кромка 4 стор. черная ABS;Полотно;шт;PROFILDOORS;Полотно;Е;6;ДаркВайт;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__6e__darkvayt__chernyy-lak__no__4-stor-matovaya__no.jpg;13375.00;13509.00;13910.00;13643.00;13776.00;19394.00;19588.00;20170.00;19782.00;19976.00;20558.00;
00-00089843;SC-00089843;Дверь ДаркВайт 101U 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;U;101;ДаркВайт;2000;800;36;графит;;Классика;https://opt-profildoors.ru/upload/catalog/u/u__101u__darkvayt__grafit__no__no__no.jpg;14600.00;14746.00;15184.00;14892.00;15038.00;20695.00;20902.00;21523.00;21109.00;21316.00;21937.00;
00-00089953;SC-00089953;Дверь ДаркВайт  5Е ст.перламутровый лак 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;5;ДаркВайт;2000;800;44;перламутровый лак;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__5e__darkvayt__perlamutrovyy-lak__no__4-stor-matovaya__no.jpg;16831.00;16999.00;17504.00;17168.00;17336.00;24405.00;24649.00;25381.00;24893.00;25137.00;25869.00;
00-00090244;SC-00090244;Дверь Галька Люкс  5LK ст.черный лак 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;LK;5;Галька Люкс;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/lk/lk__5lk__galka-lyuks__chernyy-lak__no__4-stor-abs__no.jpg;26144.00;26405.00;27190.00;26667.00;26928.00;37909.00;38288.00;39425.00;38667.00;39046.00;40184.00;
00-00090210;SC-00090210;Дверь Аляска 6Е ст.лак классик 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;6;Аляска;2000;800;44;лак классик;;Модерн;https://opt-profildoors.ru/upload/catalog/e/e__6e__alyaska__lak-klassik__no__4-stor-matovaya__no.jpg;14480.00;14625.00;15059.00;14770.00;14914.00;20996.00;21206.00;21836.00;21416.00;21626.00;22256.00;
00-00090249;SC-00090249;Дверь Дуб Салинас Темный 2.09XN 2000*800 ст.триплекс черный;Полотно;шт;PROFILDOORS;Полотно;XN;2.09;Дуб Салинас Темный;2000;800;36;триплекс черный;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-09xn__dub-salinas-temnyy__tripleks-chernyy__no__no__no.jpg;11294.00;11407.00;11746.00;11520.00;11633.00;15984.00;16144.00;16623.00;16304.00;16464.00;16943.00;
00-00090273;SC-00090273;Дверь ДаркВайт 6Е ст.белый лак 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;6;ДаркВайт;2000;800;44;белый лак;;Модерн;https://opt-profildoors.ru/upload/ic/6E_darkvayt_belyy_lak_ABS.jpg;13375.00;13509.00;13910.00;13643.00;13776.00;19394.00;19588.00;20170.00;19782.00;19976.00;20558.00;
00-00090199;SC-00090199;Дверь Галька Люкс  5LK ст.черный лак 2000*800 (190) кромка 4 стор. матовая Eclipse;Полотно;шт;PROFILDOORS;Полотно;LK;5;Галька Люкс;2000;800;44;черный лак;;Модерн;https://opt-profildoors.ru/upload/catalog/lk/lk__5lk__galka-lyuks__chernyy-lak__no__4-stor-matovaya__no.jpg;27238.00;27510.00;28328.00;27783.00;28055.00;39495.00;39890.00;41075.00;40285.00;40680.00;41865.00;
00-00090332;SC-00090332;Дверь Манхэттен  6Е ст.зеркало 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;6;Манхэттен;2000;800;44;зеркало;;Модерн;https://opt-profildoors.ru/upload/ic/6E_mankhetten_zerkalo_ABS.jpg;13375.00;13509.00;13910.00;13643.00;13776.00;19394.00;19588.00;20170.00;19782.00;19976.00;20558.00;
00-00090339;SC-00090339;Дверь Каштан Темный 99XN 2000*800 ст.графит;Полотно;шт;PROFILDOORS;Полотно;XN;99;Каштан Темный;2000;800;36;графит;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__99xn__kashtan-temnyy__grafit__no__no__no.jpg;11530.00;11645.00;11991.00;11761.00;11876.00;16320.00;16483.00;16973.00;16646.00;16810.00;17299.00;
00-00090391;SC-00090391;Дверь Каштан Темный 2.50XN 2000*800 ст.прозрачное;Полотно;шт;PROFILDOORS;Полотно;XN;2.50;Каштан Темный;2000;800;36;прозрачное;;Модерн;https://opt-profildoors.ru/upload/catalog/xn/xn__2-50xn__kashtan-temnyy__prozrachnoe__no__no__no.jpg;8324.00;8407.00;8657.00;8490.00;8574.00;11861.00;11980.00;12335.00;12098.00;12217.00;12573.00;
00-00090557;SC-00090557;Дверь Манхэттен 16Е ст.белый лак 2000*800 (190) кромка 4 стор. ABS Eclipse;Полотно;шт;PROFILDOORS;Полотно;Е;16;Манхэттен;2000;800;44;белый лак;;Модерн;https://opt-profildoors.ru/upload/ic/16E_mankhetten_belyy_lak_ABS.jpg;15726.00;15883.00;16355.00;16041.00;16198.00;22803.00;23031.00;23715.00;23259.00;23487.00;24171.00;
